start_id,end_id,rel_type,end_labels,start_labels
22,137,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,138,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,139,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,140,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,141,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,142,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,143,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,144,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,145,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,146,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,147,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,148,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
22,261,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
23,266,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
23,267,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
41,272,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,47,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,48,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,49,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,50,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,51,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,52,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,53,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,54,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,56,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,57,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,58,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,59,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,68,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,70,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,90,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,91,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,106,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
42,115,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,60,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,61,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,62,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,75,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,76,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,82,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,83,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,84,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,85,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,88,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,92,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,97,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,98,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,107,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,108,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,118,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
45,329,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,65,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,66,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,73,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,74,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,80,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,81,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,87,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,96,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,102,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,103,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,105,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
67,112,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
166,69,TAC_GIA_CHINH,CongTrinhNghienCuu,TacGiaNgoai
293,116,TAC_GIA_CHINH,CongTrinhNghienCuu,TacGiaNgoai
304,307,TAC_GIA_CHINH,CongTrinhNghienCuu,GiangVien
309,258,TAC_GIA_CHINH,CongTrinhNghienCuu,TacGiaNgoai
309,259,TAC_GIA_CHINH,CongTrinhNghienCuu,TacGiaNgoai
