ten_dai_hoc,neo4j_id,id,website,ten_viet_tat,dia_chi
TRƯỜNG ĐẠI HỌC NHA TRANG,217,dai_hoc_nha_trang,https://ntu.edu.vn,NTU,"02 Tôn Thất Tùng, Nha Trang, Khánh Hòa"
