start_id,end_id,rel_type,end_labels,start_labels
46,217,TRUC_THUOC,DaiHoc,Khoa
226,217,TRUC_THUOC,DaiHoc,TruongCon
227,217,TRUC_THUOC,DaiHoc,TruongCon
324,217,TRUC_THUOC,DaiHoc,TruongCon
327,217,TRUC_THUOC,DaiHoc,Khoa
328,217,TRUC_THUOC,DaiHoc,Khoa
